variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256
nearest,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5407.672272365828,337.97951702286423,21078.361361829142,15253.328448999644,188,21,16,0,13,,True,6,86,1.924770300014643,1.9719301000004634,129,113,59,3,1097.0000000000007,94.99999999999869,4215.672272365829,0.0,5,157,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,2f50a8efb3a335338d133e05887ea87e09410a892844cb7a59907c4e3c38cfe4
nearest_early,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5474.420676738875,342.1512922961797,22767.10338369438,18649.7016471626,139,25,16,0,10,,True,7,76,0.9841043998021632,1.0226751000154763,90,74,49,11,813.9999999999999,107.00000000000028,4553.420676738876,0.0,9,119,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,f96a88ae3adf368ede1b344870169114201f0749dd1428e4e924bdc64cccdb0d
early160,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,7011.479109041547,438.2174443150967,28197.39554520772,14452.128420179262,216,23,16,0,22,,True,11,82,1.4357263998826966,1.4919565999880433,167,151,49,12,1271.0000000000011,101.00000000000105,5639.479109041547,0.0,7,191,3.637978807091713e-12,True,943.0121947375769,17.74943008678929,3275b76ed02dd559266ae6ad5f914311db4fac669692fce43607fce23f946e2a
full,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,4763.653213417305,297.72832583858155,18773.266067086523,12781.833261866685,153,27,16,0,13,,True,9,79,1.1874661001493223,1.227431000006618,104,88,49,6,896.0000000000005,112.99999999999982,3754.653213417305,0.0,11,131,0.0,True,943.0121947375769,17.74943008678929,4815a2c93a2690f05a0a9a651c200705c1685a74599f5192cba66c07d0b594d8
reuse_early,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5127.674081130838,320.4796300706774,21048.370405654194,17678.594728944023,139,23,16,0,10,,True,6,67,1.3512877999455668,1.391519700002391,96,80,43,9,817.0000000000005,101.00000000000006,4209.674081130837,0.0,7,122,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,ec561e8f5824be20b4a717a571808c6abdc203293040b1595927798f5ae0615b
nearest_reuse,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5399.335552410773,337.4584720256733,21061.677762053863,15153.259930888811,187,21,16,0,13,,True,6,85,1.735552199970698,1.7801126000122167,129,113,58,3,1092.0000000000007,94.99999999999872,4212.335552410773,0.0,5,157,0.0,True,943.0121947375769,17.74943008678929,36e4439111d00a1e926dad38c1151940dff9ca9fb0d1befb8cae58205bca124e
probe_off,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,6331.14562106104,395.696601316315,24850.728105305203,14961.786580782813,213,25,16,0,19,,True,0,83,1.3868601000576746,1.4268281999975443,173,157,40,0,1253.9999999999998,107.00000000000024,4970.14562106104,0.0,9,189,0.0,True,943.0121947375769,17.74943008678929,8ea523fd0a47fd989c0835024762620eb441d0922a266279f3536a08560f290c
probe_strict,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,6439.2662343787415,402.45413964867134,25456.3311718937,15270.565202154257,211,24,16,0,19,,True,1,79,1.33767520004767,1.3903879999998026,173,157,38,0,1244.0000000000018,103.99999999999997,5091.2662343787415,0.0,8,189,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,71c4297fe246bcabc32397b4e536ea04f5d71f2ec9db7ae3c58d66ee6302165f
probe_loose,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5984.173476909686,374.01084230685535,23180.867384548434,12752.040083780445,212,22,16,0,19,,True,8,71,1.2402896998391952,1.2949062999978196,173,157,39,2,1250.000000000001,97.99999999999997,4636.173476909685,0.0,6,190,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,67fdab8a6549e017c59aa72b800b3f53ef48414f8e2d1b1f89a66410f08ade0e
early220,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,4692.193960274149,293.2621225171343,19460.96980137075,16425.645195248748,119,23,16,0,7,,True,7,63,1.2180950000183657,1.2536333000170998,78,62,41,10,699.0000000000011,100.99999999999939,3892.193960274148,0.0,7,104,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,1481cdbcf88803164042b17c8215260ec443eb076e7c818ad17bf6f788876051
early120,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,7061.430482782862,441.33940517392887,28397.152413914297,14736.819889207505,218,23,16,0,22,,True,11,84,1.511404500080971,1.5742217999941204,167,151,51,12,1281.0000000000011,101.00000000000105,5679.430482782862,0.0,7,191,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,bc6f5f0f1c007ca4c43ca6c7fd091c377e53c6eed27ee5223d6da24dcf0a8ff6
finish_source,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,5452.919701297535,340.8074813310959,22494.598506487662,16857.750100450765,144,30,16,1,12,,True,0,76,1.1689419000176713,1.204426299984334,103,87,41,3,832.0000000000018,122.00000000000033,4498.919701297534,0.0,14,112,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,d945253df3a9de92a8adc9e0bad14d6da8ac8adcc9b9603aaa1377d8c16259ec
center_route,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,4899.182061514499,306.1988788446562,19855.910307572492,13424.196276294608,139,26,16,0,12,,True,10,63,1.4282069998735096,1.4726646000053734,103,87,36,3,817.9999999999992,110.00000000000085,3971.182061514499,0.0,10,123,0.0,True,943.0121947375769,17.74943008678929,d3197245306d020b942d1f90bb10fb4d7cacf983346bc4e47b4a335ec3608ce8
full_compact,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,4909.233347369481,306.82708421059255,19296.166736847405,13078.080652890381,160,27,16,0,14,,True,9,80,1.3571335000742693,1.4125151000043843,111,95,49,6,937.0000000000007,112.99999999999926,3859.2333473694807,0.0,11,137,0.0,True,943.0121947375769,2.074856830987301,1f469f3466644aee95478371f2d9f3dda2aa47a4b1bba9c88cd0c840ae235277
compact,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,4848.134048703111,303.00837804394445,20440.67024351556,17695.31554764572,113,24,16,0,6,,True,6,74,1.642709999840008,1.6875405000173487,62,46,51,5,656.0000000000009,103.99999999999821,4088.134048703112,0.0,8,91,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,d58c99421cf3b9c58b97ace2bf6183071f99bf01239f053833056c05e079219d
proxy_compact,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,4871.909215026373,304.4943259391483,19719.546075131864,13404.777294947946,139,26,16,0,12,,True,10,63,1.4014609000878409,1.4518158999853767,103,87,36,3,817.9999999999994,110.00000000000085,3943.9092150263723,0.0,10,123,0.0,True,943.0121947375769,2.074856830987301,1e9151746c86a86d9b5279c0b8c545e1b9f0e68120f8829234559fd8bc7e2022
every_stop,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,6537.384127018055,408.5865079386284,17661.92063509026,13712.167671380266,487,24,16,0,10,,True,7,69,1.6499945000687148,1.761022699996829,444,428,43,5,2901.000000000001,103.99999999999993,3532.3841270180537,0.0,8,466,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,47847308af09f7d1075430ebbe33d15fae55410b5420f51a4395452663971653
proxy_reuse_early_compact,mixed_endpoint_10057,10057,mixed,endpoint,2a6ed36b00d42c15b501496d0466f2cd5c9e397e7c52e6a5148499c678a42d18,16,16,4837.2077652911075,302.3254853306942,19626.038826455544,13311.270046271622,136,26,16,0,12,,True,10,60,1.4175611000973731,1.457305100018857,103,87,33,3,801.9999999999992,110.00000000000045,3925.207765291107,0.0,10,122,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,a35c46bac86c0d375cfd7f420863d44d94d5ce1e06fd60b9652b986938411120
baseline,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6626.987510186891,552.2489591822409,24519.93755093445,9430.257565539217,280,14,12,0,25,,True,9,60,1.2240990998398047,1.2741247000230942,249,237,31,2,1657.0000000000011,65.99999999999959,4903.987510186891,1310.9476110700416,2,257,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,ef61912845df1f492d0e3d2b4ee594c8ef10ef0c87d1c5abb1f378c186d0f069
nearest,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,7342.557196155026,611.8797663462522,27542.785980775123,11852.77398267386,299,17,12,0,25,,True,4,80,1.294173599977512,1.3403205999929924,256,244,43,3,1759.0000000000018,75.00000000000082,5508.557196155024,487.45390429310555,5,264,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,9228fe85241acf9bdf6f5f56aa4a86959e5fcd85f59750c6127e6643ceb3608a
early160,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6352.663328042294,529.3886106701912,23328.316640211466,7957.776692356794,274,13,12,0,25,,True,12,54,0.9110730000538751,0.9737487999955192,245,233,29,1,1624.000000000001,63.00000000000019,4665.663328042293,134.53455239503637,1,254,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,0eb29966b140fc7bf97a56c9b36bec566204f19b2559cb8afcef6997c583bbfa
reuse,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6461.907607436982,538.4923006197486,23394.538037184917,8383.231856002452,289,17,12,0,25,,True,8,67,1.2199418000527658,1.2657433999993373,255,243,34,4,1708.0,74.99999999999906,4678.907607436984,1066.6152313202529,5,263,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,065f3213a4fea151b2ab1001df2815e8a42ea45d7c6924c86f28aaa58a72065e
nearest_early,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6886.173863906478,573.8478219922065,25145.869319532394,9253.565367944744,301,18,12,0,25,,True,9,75,1.1016078000538982,1.1550838999974076,259,247,42,3,1779.0000000000011,77.99999999999946,5029.173863906478,969.8212938238894,6,274,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,65ec541df18388c7e6df11c64af2abb6f43893b4c51014686e1df21b32b6be9f
nearest_reuse,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,7347.156771548814,612.2630642957345,27575.783857744063,11089.380887765465,299,17,12,0,25,,True,4,80,1.357527700078208,1.4047484999755397,256,244,43,3,1757.0000000000014,75.00000000000082,5515.156771548812,487.45390429310555,5,262,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,38dace6568f023222961309f436d2f0a351da1b74587c79834e8580a543879b1
reuse_early,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6410.517466323484,534.2097888602904,23192.587331617415,6321.1163876251385,287,16,12,0,25,,True,12,58,1.020747900067363,1.0705537000030745,257,245,30,2,1699.9999999999998,72.00000000000152,4638.517466323483,0.0,4,265,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,6523d19badae1950ec3c3e9676ab86fa4eec5b243cf36b3e5683297b1f0b7c8e
probe_off,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6972.133612147608,581.011134345634,26335.668060738033,11702.992602537237,277,14,12,0,25,,True,0,66,1.0485955000040121,1.083504999987781,249,237,28,0,1639.0000000000014,66.00000000000077,5267.133612147608,134.90771511873754,2,254,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,a491ec8c12815a614d8120bb4951f2a8ade146f0aed2548f1f0448cb194ff023
full,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6890.773439300266,574.2311199416888,25178.867196501335,8490.172273036347,301,18,12,0,25,,True,9,75,1.2052811999747064,1.2589062999759335,259,247,42,3,1777.0000000000007,77.99999999999946,5035.773439300266,969.8212938238894,6,272,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,918db8f59e3ba68e526ebfa6afda8dfcd4dfabdba94daf53b095b243cb91f9a7
probe_strict,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6911.355553848176,575.9462961540147,25916.77776924087,10758.85936379622,280,16,12,0,25,,True,5,66,0.9266472000454087,0.9717544000013731,249,237,31,1,1656.0000000000002,72.00000000000063,5183.355553848175,134.90771511873754,4,256,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,82ef4170aa288f4ca3ec58cfea5147120a502a4ae3fb6f6557787503759484dd
early120,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6369.071297671929,530.7559414726608,23390.356488359637,8172.575745651774,275,13,12,0,25,,True,11,56,0.912127500079805,0.9618116999918129,245,233,30,1,1628.0000000000014,63.00000000000022,4678.071297671928,134.53455239503637,1,253,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,b650dcc3f7878562253dc9432dd875e244b4ec90172f7edb42a2e8c5f431fa26
probe_loose,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6430.252293627624,535.8543578023019,23531.26146813812,7499.2442640224535,280,14,12,0,25,,True,11,58,0.9865903001045808,1.0330959999992047,249,237,31,3,1658.0000000000002,65.99999999999936,4706.2522936276255,1310.9476110700416,2,258,0.0,True,943.0121947375769,17.74943008678929,ca49a8aed9232723d809e1eee766d018bbf1ba05e8214816b59b4807c1874c60
center_route,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6328.858977563469,527.4049147969557,23329.294887817352,8318.102187919216,268,17,12,0,25,,True,12,55,0.7043337000068277,0.7449614999932237,242,230,26,3,1587.9999999999989,74.99999999999947,4665.858977563472,840.2626646478502,5,248,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,a605892fc249fc6501fc608a12bdc4e7833655f76666f6f05e288240e059743f
early220,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6838.959764919379,569.9133137432816,25314.7988245969,9399.147699263174,287,17,12,0,25,,True,11,60,0.8317043000424746,0.8854713999899104,257,245,30,1,1700.999999999999,74.99999999999989,5062.95976491938,0.0,5,266,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,42681f41f168b97de39a8d92e13528d1e8b5279aae92c88b0b03c10d2f45112f
finish_source,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,7712.446978232922,642.7039148527435,29967.234891164597,13072.4323602841,281,15,12,0,25,,True,0,67,0.7462416000489611,0.7810391000239179,253,241,28,2,1650.0000000000011,69.00000000000014,5993.446978232923,1180.949155758759,3,245,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,3cc05d6831a3b2c89aad336b1e4c69a90b88a56f884e4deb58ce77f956b5a614
compact,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6506.817186195934,542.2347655163278,23974.085930979665,9385.117443571406,278,14,12,0,25,,True,8,60,0.9901177001884207,1.0395116999861784,248,236,30,2,1646.0000000000014,65.99999999999895,4794.817186195934,1284.169510632455,2,256,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,5d26bc33e06e6deebe18cf24000535a571e2057bf70231d87ca8218d487a5c67
proxy_compact,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6237.804004844603,519.8170004037169,22899.020024223017,8276.33605783345,267,17,12,0,25,,True,12,54,0.8347202999866568,0.8891040000016801,242,230,25,2,1582.9999999999995,74.99999999999979,4579.804004844605,816.8736144290569,5,248,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,d1e9de116c6869a2f2c2074e624e3a7efa66b8b1def51c5aadee0b6f6559de01
proxy_reuse_early_compact,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,5841.487249230954,486.7906041025795,20592.43624615478,6389.9213698004,278,17,12,0,25,,True,16,51,0.8890559998399112,0.9422761000168975,251,239,27,2,1647.9999999999995,74.9999999999994,4118.487249230956,816.8736144290569,5,258,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,40012b31d6365b3c5d73ea5cb877485d122c73b1a5f10b548c7c659ca28d248c
full_compact,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,6618.742095999315,551.5618413332762,23818.71047999657,8490.172273036347,301,18,12,0,25,,True,9,75,1.2776939998730086,1.3355626999982633,259,247,42,3,1777.0000000000011,78.00000000000037,4763.742095999313,754.8833836286276,6,272,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,842546a69ca450438439c2ee8512f68e9f9b3c4a78a402b441a74eda2ce12806
baseline,mixed_endpoint_10059,10059,mixed,endpoint,0a31d3369d56937fa74d7c5dd324c63d11e736c14482d8995022d777301daa02,10,10,6944.289154866583,694.4289154866583,23421.445774332922,7447.910546406363,372,12,10,0,25,,True,4,60,0.9922627999621909,1.052603399992222,344,334,28,1,2203.9999999999995,55.99999999999958,4684.289154866584,532.3275052885474,2,344,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,8742f716871651d130a51e6e6b72244aea45ed0f316688612c7ffb6455e179bb
nearest,mixed_endpoint_10059,10059,mixed,endpoint,0a31d3369d56937fa74d7c5dd324c63d11e736c14482d8995022d777301daa02,10,10,8065.663631223203,806.5663631223204,29208.318156116024,10018.560275626107,367,14,10,0,25,,True,3,73,1.0192671002005227,1.0801600999839138,329,319,38,5,2161.9999999999986,61.99999999999878,5841.663631223205,1375.0291799902861,4,327,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,0c80eddf11b00d3a4d0dc2303d478faa4496e71be8697953155d52cf701fa041
reuse,mixed_endpoint_10059,10059,mixed,endpoint,0a31d3369d56937fa74d7c5dd324c63d11e736c14482d8995022d777301daa02,10,10,6944.289154866583,694.4289154866583,23421.445774332922,7447.910546406363,372,12,10,0,25,,True,4,60,1.119856900011655,1.183822599996347,344,334,28,1,2203.9999999999995,55.99999999999958,4684.289154866584,532.3275052885474,2,344,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,56191dac403bdde3030ebc8c47f25b1fdffd50be32c4b5c8e6ee8b99e3542211
every_stop,mixed_endpoint_10058,10058,mixed,endpoint,896fd7c26e832ced76ea0b6f5199ed6c86cfecdd4f119dd86ff69a5ababf053e,12,12,10330.341126743118,860.8617605619265,25501.7056337156,8143.779667531476,865,19,12,0,25,,True,9,77,1.5632994001789484,1.7405582999926992,822,810,43,3,5149.000000000001,80.99999999999986,5100.34112674312,376.1761264663637,7,824,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,d7a5a5df983fcba54e41a54e37b9867d6858ab5c80b7cc097cf9cb2dad67bd15
early160,mixed_endpoint_10059,10059,mixed,endpoint,0a31d3369d56937fa74d7c5dd324c63d11e736c14482d8995022d777301daa02,10,10,6838.310954819422,683.8310954819422,22911.554774097116,6913.489975815248,370,12,10,0,25,,True,8,54,1.1379789999919012,1.217079800000647,344,334,26,3,2199.999999999999,55.999999999999794,4582.310954819423,532.3275052885474,2,350,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,12bfe204a8446242bc5535f910f1384085d7226db114300416fa3df2bae26275
nearest_early,mixed_endpoint_10059,10059,mixed,endpoint,0a31d3369d56937fa74d7c5dd324c63d11e736c14482d8995022d777301daa02,10,10,8180.52555056954,818.052555056954,29777.627752847708,10446.63458559704,365,15,10,0,25,,True,5,70,1.1446977999585215,1.2216179000097327,329,319,36,8,2159.999999999999,65.00000000000058,5955.525550569541,1375.0291799902861,5,335,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,f881226d377055654bcd87ad025e952171533f7fd28458316501b27e9f3f3cf4
